train_month,val_month,stock,lambda,alpha,is_r2,oos_r2,c,H
1,3,ADSK,11.475527807785506,0.0,0.14200564373176372,0.09572277596727885,0.4,5.0
1,3,AEP,9.13046805405825,0.0,0.10895599375258935,0.08470851800711732,0.4,5.0
1,3,AES,10.296766874209766,0.0,0.1414746976114616,0.15363535951972396,0.4,5.0
1,3,AFL,11.49741775771367,0.0,0.12634157315976524,0.12463600617233095,0.4,5.0
1,3,AIG,10.691630584865594,0.0,0.09968321489501064,0.1091693472649613,0.4,5.0
1,3,AMAT,12.1143705278298,0.0,0.12721569894317752,0.15004198233164046,0.4,5.0
1,3,AMD,17.39331640265286,0.0,0.21895037682681195,0.1945089201016681,0.4,5.0
1,3,AMGN,15.812012899404579,0.0,0.09977665069264208,0.10534109040373796,0.4,5.0
1,3,AMZN,17.83536468652455,0.0,0.21362838430059405,0.19866736525409823,0.4,5.0
1,3,AOS,10.884915601845426,0.0,0.11003045517805221,0.14334333550707634,0.4,5.0
1,3,APA,9.54989959449048,0.0,0.10924316799787104,0.0989021275218025,0.4,5.0
1,3,APC,10.696831786543415,0.0,0.08153543263312935,0.09262209014814216,0.4,5.0
2,4,AAL,16.343803861367476,0.0,0.1642971047161913,0.16240698431350087,0.4,5.0
2,4,AAPL,19.98141905888196,0.0,0.19695412876651697,0.17086952037003655,0.4,5.0
2,4,ABBV,12.205825293394554,0.0,0.11157067846514968,0.10961380845717028,0.4,5.0
2,4,ABT,12.276489792734594,0.0,0.1076239237144323,0.09171619521019359,0.4,5.0
2,4,ADBE,14.21391617785409,0.0,0.1132728539783937,0.15599471914401342,0.4,5.0
2,4,ADI,13.01353100703419,0.0,0.11054635578693206,0.11261106979024726,0.4,5.0
2,4,ADM,14.063804351587343,0.0,0.17423897177788794,0.15878614463677088,0.4,5.0
2,4,ADP,12.406585032257695,0.0,0.1286685731954863,0.14577452410758196,0.4,5.0
2,4,ADSK,14.588012094831276,0.0,0.13875200612477234,0.13211789595750745,0.4,5.0
2,4,AEP,9.58841301331033,0.0,0.0943190753209806,0.08419456150549587,0.4,5.0
2,4,AES,12.272528479122641,0.0,0.1703487512162547,0.19865593804419723,0.4,5.0
2,4,AFL,13.06938795116284,0.0,0.15074996767252813,0.1548807916241981,0.4,5.0
2,4,AIG,12.881606622063797,0.0,0.12357868928223104,0.14143457141414806,0.4,5.0
2,4,AMAT,13.406374281688478,0.0,0.15420665538919165,0.13542561189633884,0.4,5.0
2,4,AMD,15.278585005981224,0.0,0.18922738686326446,0.2047116498572774,0.4,5.0
2,4,AMGN,16.967740257460754,0.0,0.13402771763656662,0.13360150965737416,0.4,5.0
2,4,AMZN,19.50091008709561,0.0,0.2212249555948962,0.19107619560801337,0.4,5.0
2,4,AOS,9.724601744710833,0.0,0.13442685761300854,0.14486067498089517,0.4,5.0
2,4,APA,11.44990358016953,0.0,0.10650460961787911,0.10942773325470523,0.4,5.0
2,4,APC,15.445358090235013,0.0,0.131715853621439,0.09739100748888208,0.4,5.0
3,5,AAL,18.63045685465258,0.0,0.16179781001020765,0.14685615826674503,0.4,5.0
3,5,AAPL,26.85198736368301,0.0,0.19152388954905464,0.1749711842130205,0.4,5.0
3,5,ABBV,16.261328244880573,0.0,0.11632640168279573,0.09647464679242235,0.4,5.0
3,5,ABT,13.955207055381733,0.0,0.08821227714603608,0.10437532628861479,0.4,5.0
3,5,ADBE,16.04556112413662,0.0,0.11040800397716044,0.0861284747723352,0.4,5.0
3,5,ADI,16.309818461629234,0.0,0.10250895691189721,0.10389911513116679,0.4,5.0
3,5,ADM,14.68094601033692,0.0,0.17449041874730875,0.13360082252402528,0.4,5.0
3,5,ADP,17.71586132000801,0.0,0.11747691688159556,0.10973511766193955,0.4,5.0
3,5,ADSK,17.911909443002653,0.0,0.1099315274150281,0.10502916415572872,0.4,5.0
3,5,AEP,13.02165921571478,0.0,0.0930187578256848,0.0950910261198622,0.4,5.0
3,5,AES,11.772919240828399,0.0,0.1560900522753791,0.17545266372267998,0.4,5.0
3,5,AFL,13.594428408971684,0.0,0.12767428192062313,0.1294506921649763,0.4,5.0
3,5,AIG,13.81692030441274,0.0,0.11505865071682786,0.11244860111270227,0.4,5.0
3,5,AMAT,17.16085415748031,0.0,0.164272847442556,0.1339562601811637,0.4,5.0
3,5,AMD,22.184803770583663,0.0,0.20402647617388792,0.2198906710934163,0.4,5.0
3,5,AMGN,19.124505113306586,0.0,0.10859976601366184,0.11493570449590484,0.4,5.0
3,5,AMZN,25.54867508800425,0.0,0.21859143431642392,0.20133066941126398,0.4,5.0
3,5,AOS,14.578450750732065,0.0,0.1531991846458466,0.11642785340509443,0.4,5.0
3,5,APA,12.79044906856989,0.0,0.1056969134521748,0.1072134189327626,0.4,5.0
3,5,APC,15.864471715083832,0.0,0.1036244338941581,0.055618159810450596,0.4,5.0
4,6,AAL,17.02350078229271,0.0,0.1626663370237551,0.14863565186152305,0.4,5.0
4,6,AAPL,18.913918678271482,0.0,0.17141633658502686,0.14500074613995728,0.4,5.0
4,6,ABBV,16.1098940888152,0.0,0.11645440386844563,0.10168048414149067,0.4,5.0
4,6,ABT,12.837404956912762,0.0,0.0918916648999707,0.09608893528435136,0.4,5.0
4,6,ADBE,15.316269152847529,0.0,0.15680758039176323,0.10478328026176498,0.4,5.0
4,6,ADI,15.810892714097536,0.0,0.11626362253539835,0.08946885337144461,0.4,5.0
4,6,ADM,16.143980705765642,0.0,0.16146696383895054,0.15197834576239955,0.4,5.0
4,6,ADP,17.1261357606888,0.0,0.15780130977001716,0.11732521620028613,0.4,5.0
4,6,ADSK,16.036067013913115,0.0,0.1332071406531551,0.12611056717778701,0.4,5.0
4,6,AEP,14.464673313589596,0.0,0.09500048822017348,0.12062194582737762,0.4,5.0
4,6,AES,13.023125629520578,0.0,0.19931822523377984,0.20289954651452335,0.4,5.0
4,6,AFL,12.430554476946964,0.0,0.15529096473575943,0.15216710870993744,0.4,5.0
4,6,AIG,14.890704885815275,0.0,0.1440591799107237,0.14200889722299592,0.4,5.0
4,6,AMAT,14.921717611763453,0.0,0.13683688289236506,0.12618120374505226,0.4,5.0
4,6,AMD,19.078684780612875,0.0,0.21316949330513402,0.21064531235309703,0.4,5.0
4,6,AMGN,22.933409539742485,0.0,0.14332137745479534,0.07672162143547834,0.4,5.0
4,6,AMZN,17.886336360669617,0.0,0.19264914007848233,0.18127136094500185,0.4,5.0
4,6,AOS,13.905512983011446,0.0,0.1592583658748844,0.1316614519020225,0.4,5.0
4,6,APA,14.414685823209595,0.0,0.11427641264346733,0.12636889429926035,0.4,5.0
4,6,APC,13.869076555210759,0.0,0.09866600635713552,0.10156958840408703,0.4,5.0
5,7,AAL,16.972612594758218,0.0,0.14827175147092597,0.17608733334911653,0.4,5.0
5,7,AAPL,28.548030931798426,0.0,0.17559103929205444,0.09650738290047667,0.4,5.0
5,7,ABBV,15.031303482593836,0.0,0.09712573076487441,0.10344290056684435,0.4,5.0
5,7,ABT,14.028712143494834,0.0,0.10437819184806008,0.10110847021179747,0.4,5.0
5,7,ADBE,15.415331703475335,0.0,0.08627269667191417,0.10509984994928712,0.4,5.0
5,7,ADI,19.04223334845007,0.0,0.10608379057505335,0.06651710711736847,0.4,5.0
5,7,ADM,14.772779945981439,0.0,0.1336059935518834,0.13820931964294825,0.4,5.0
5,7,ADP,15.53484417710918,0.0,0.11194250769031855,0.1055284648171897,0.4,5.0
5,7,ADSK,16.174951554929745,0.0,0.10625493854791523,0.1074408570664479,0.4,5.0
5,7,AEP,13.593354100844998,0.0,0.0952595225318209,0.10245104622956769,0.4,5.0
5,7,AES,13.314144279779752,0.0,0.17783912256550594,0.17676282871732907,0.4,5.0
5,7,AFL,16.010595515940874,0.0,0.1324713069590504,0.1533553293380936,0.4,5.0
5,7,AIG,15.115175203675904,0.0,0.11328490908055688,0.1465449782308057,0.4,5.0
5,7,AMAT,18.631364238593424,0.0,0.13479651275474458,0.10207368906639946,0.4,5.0
5,7,AMD,23.393649297389267,0.0,0.22047942573533796,0.20394360571585046,0.4,5.0
5,7,AMGN,20.256202477032815,0.0,0.11529561710343572,0.1121193308997337,0.4,5.0
5,7,AMZN,25.216069082834718,0.0,0.2013657096271375,0.1992705823171298,0.4,5.0
5,7,AOS,16.339358608588,0.0,0.11779601529350281,0.10785407157697258,0.4,5.0
5,7,APA,15.108594097859708,0.0,0.1097999688246607,0.13750589655781498,0.4,5.0
5,7,APC,10.25271163645158,0.0,0.07942520209870063,0.07089360871305617,0.4,5.0
6,8,AAL,16.413167581764327,0.0,0.14884146659982245,0.1558317263118283,0.4,5.0
6,8,AAPL,22.009342622426107,0.0,0.147928091571648,0.16276652739074593,0.4,5.0
