stock,date,net_pnl,gross_pnl,mid_raw_pnl,impact_cost,turnover,gross_notional,day_participation,flow_flag_count,max_delta_g,predicted_alpha,realised_alpha
AAL,2019-01-02,-377.61835851457204,-363.1766798848571,-377.61835851457204,14.441678629714943,38978.28864150503,1259148.2353755117,0.056374093739431246,65.0,0.000304841900304529,81.36425233724832,-10256.304976793012
AAL,2019-01-03,-130.49016668729843,-108.63299871252748,-130.49016668729843,21.857167974770945,55719.619906856155,1668039.7913185232,0.025587417034051037,104.0,0.00043051765025963005,115.23881528897238,-4183.024025432768
AAL,2019-01-04,-119.69031962392427,-108.69331189782207,-119.69031962392427,10.997007726102197,57073.329845901426,1807575.649039178,0.041616047709392576,85.0,0.0004379571779118685,125.71482703173317,-2596.769383643874
AAL,2019-01-07,278.5088077331731,289.57266068,278.5088077331731,11.063852946826898,48883.50657201451,1608314.483929074,0.044221899281187416,60.0,0.0004926211828247193,102.20219184640484,6685.709630727475
AAL,2019-01-08,-67.83109381816583,-56.09280217760495,-67.83109381816583,11.738291640560874,48307.90975819444,1577615.0219914739,0.05031193474287254,70.0,0.0004328628947115557,103.33714849912049,-1630.1812226713434
AAL,2019-01-09,-0.22309507481731292,-0.22030664860802762,-0.22309507481731292,0.002788426209285294,89.73463133012154,2919.070245166513,0.0013526270531062472,0.0,3.188059374475277e-06,0.1247069173416104,6.772590966747067
AAL,2019-01-10,159.40679211180165,166.83239011548054,159.40679211180165,7.425598003678886,28285.05327108667,883018.5534506126,0.01153136446588772,68.0,0.00036788027428013214,59.954096457807864,4693.793260513959
AAL,2019-01-11,311.4911484807921,329.0191713404728,311.4911484807921,17.528022859680675,29005.361431749254,917232.2984597301,0.03026565350954001,132.0,0.0007904266821175451,63.48167560674858,9023.634524721521
AAL,2019-01-14,42.05366450292998,51.661478196468565,42.05366450292998,9.607813693538581,28709.697835640472,907687.2856708195,0.035389109057341155,61.0,0.0004576768803163712,59.98081979221287,1746.1796547305096
AAL,2019-01-15,73.94751195466375,85.95673206880775,73.94751195466375,12.009220114144,30769.222820295618,987774.5824633583,0.031185897598103883,47.0,0.00030014317546041974,67.38434017471485,2007.790915146227
AAL,2019-01-16,-102.01911099149254,-97.60947356279243,-102.01911099149254,4.409637428700108,28466.700427006515,945573.2089017865,0.022305113553793145,70.0,0.00022363382306789942,58.93315122613235,-2636.4207569977807
AAL,2019-01-17,-167.92249461880314,-158.53207480072962,-167.92249461880314,9.390419818073525,30106.76976675461,1002056.2061232901,0.03856682764601129,64.0,0.000303170844353216,64.04404526429585,-3605.141234244822
AAL,2019-01-18,67.68550750917358,73.91184247183446,67.68550750917358,6.226334962660886,31607.73784702177,1068896.532058103,0.035735753401156346,45.0,0.00032297017805990244,68.45652350299558,3348.001603282752
AAL,2019-01-22,90.28636366274458,95.71720358815898,90.28636366274458,5.4308399254144035,33399.47105734318,1106599.6089501255,0.026976522830530782,49.0,0.0002709979670017272,70.2598311889032,2829.7346704278834
AAL,2019-01-23,56.22010463242913,65.27276324832457,56.22010463242913,9.052658615895439,38409.415309587275,1238388.0797513002,0.023033648654803212,52.0,0.0003499203642219774,83.76286134894826,1217.14862358455
AAL,2019-01-24,-211.7743358819821,-204.25065107823178,-211.7743358819821,7.523684803750314,33058.826178338335,1100148.6331096266,0.02106170175057774,81.0,0.0004113047523202065,67.77300034690103,-5414.68571508413
AAL,2019-01-25,129.89469081326715,136.79821058451668,129.89469081326715,6.903519771249535,34530.48014675781,1210550.3885637284,0.020727723347722566,53.0,0.00024932326256960936,74.90443870879953,1313.6640167059236
AAL,2019-01-28,173.5424478979965,179.56893667789535,173.5424478979965,6.026488779898841,34216.14896893385,1236945.3614998213,0.0186754284964609,38.0,0.0002980401413077982,75.68113787206721,4160.212758718844
AAL,2019-01-29,-96.27387754025976,-84.58105405165787,-96.27387754025976,11.692823488601888,32645.05842965785,1192239.6259820568,0.02991169759200302,90.0,0.00024028417422571665,71.2038454634629,-4038.696969116165
AAL,2019-01-30,-6.347033989309523,-0.4757376799605666,-6.347033989309523,5.871296309348956,33128.44314856872,1206671.6260373297,0.028126318105157058,59.0,0.0002363272622496939,72.82278584892016,-805.7204941283354
AAL,2019-01-31,-60.4718574606711,-51.2476823813223,-60.4718574606711,9.224175079348804,34256.267185561606,1235536.9908610848,0.02841075445619872,75.0,0.0002662512227331118,74.2779308299564,-1976.1982230900262
AAL,2019-02-01,64.77169944868916,72.84588262249979,64.77169944868916,8.074183173810624,35990.66577900389,1306281.8854612475,0.0347638495291212,84.0,0.00024135211437655599,77.65894493178224,2080.0191976513966
AAL,2019-02-04,130.31596560787762,143.8885906805325,130.31596560787762,13.572625072654887,34033.26368676956,1247067.9930506055,0.0392262730739356,123.0,0.00041909973183165694,71.8716505687438,3922.3104661056555
AAL,2019-02-05,68.53096011368666,82.88528917568368,68.53096011368666,14.35432906199702,35345.374767389454,1305811.7177771362,0.03420815873829362,74.0,0.00027760237980872966,76.60599469110917,1295.6783573085927
AAL,2019-02-06,31.675398119139075,39.33095756524031,31.675398119139075,7.655559446101236,33797.559063071334,1244393.9461010145,0.04687185317104239,71.0,0.0002906917674697076,67.9094612287328,425.59625362950896
AAL,2019-02-07,-242.56335064813808,-221.29389834771916,-242.56335064813808,21.26945230041892,62535.32425049535,2271354.6259370423,0.060010559971379475,68.0,0.00046836481607687554,139.70874896994684,-6989.79326812649
AAL,2019-02-08,427.4980872069655,457.40229040615725,427.4980872069655,29.904203199191727,64414.75406801939,2306717.677399027,0.0706196817887019,91.0,0.00036472629030914316,140.26129601921656,12471.427608030155
AAL,2019-02-11,-316.0046706689334,-304.1401200650357,-316.0046706689334,11.86455060389767,63675.136032846174,2320243.6624953323,0.07600541918119173,116.0,0.0003236497604111495,135.7876930140632,-7283.469484889599
AAL,2019-02-12,-499.68675146178214,-477.63251237486077,-499.68675146178214,22.05423908692137,66981.90685418583,2456349.410796171,0.04877875035442297,142.0,0.0004822188184549813,143.4015772326252,-14986.872792701102
AAL,2019-02-13,-44.70469221434437,0.8289542111509647,-44.70469221434437,45.533646425495334,74765.20095301162,2703347.1508577666,0.0773611310670992,107.0,0.0005422986562741497,162.8205850396329,509.203138865759
AAL,2019-02-14,-8.02333135025134,14.225240704608069,-8.02333135025134,22.24857205485941,74817.96033510289,2706293.702218362,0.08837306253149647,117.0,0.00046339170285948205,158.616183527374,355.29608992837393
AAL,2019-02-15,221.53383688229835,264.50348392056264,221.53383688229835,42.9696470382643,83571.92173531835,2980704.9269108283,0.04500016516480297,146.0,0.0004015071745520954,179.49136395427223,3276.4606218826393
AAL,2019-02-19,-150.4097302863447,-103.87820403451144,-150.4097302863447,46.53152625183327,86119.83193896698,3070054.5330104595,0.08209566655573781,93.0,0.0004962270432421043,184.26357013164602,-4505.058713827154
AAL,2019-02-20,-129.74366073930668,-85.26100288918761,-129.74366073930668,44.48265785011907,95137.56688261934,3333282.394661148,0.08195890309978614,130.0,0.0005597395603970682,208.43203756283364,-3636.923130486251
AAL,2019-02-21,182.8057061280498,214.93841894484862,182.8057061280498,32.13271281679883,95484.95554510219,3346021.0547907455,0.09501850968107778,80.0,0.00035293025632955437,200.59509425859824,4835.904122709081
AAL,2019-02-22,56.49066118601169,105.0214788085396,56.49066118601169,48.530817622527906,110353.70853752868,3906394.545567153,0.12018456563754891,117.0,0.00038540250192502733,237.9000552924562,2864.5629225564426
AAL,2019-02-25,-226.59660469691755,-175.07655390436202,-226.59660469691755,51.52005079255554,118493.6253612785,4264075.233713774,0.12886170965870852,149.0,0.0004796795486409599,259.69123689464084,-8605.277287509238
AAL,2019-02-26,-28.554463135603555,36.02573395574245,-28.554463135603555,64.58019709134601,112856.16688780519,4112980.4142289814,0.11555672761209997,103.0,0.00040361610693684163,238.4375580912337,-2827.243723536103
AAL,2019-02-27,-10.78950848474426,47.415964621676935,-10.78950848474426,58.205473106421195,132810.87868368212,4735170.404940657,0.14371309801196802,147.0,0.0005081663909367313,298.7096839891473,-137.10922159179972
AAL,2019-02-28,410.1599069254104,468.9429140876892,410.1599069254104,58.78300716227881,115877.92808430908,4117702.61326785,0.13321920525104253,172.0,0.0004426225387049775,242.33192588181123,8446.699573442289
AAL,2019-03-01,-233.0811255449167,-189.12205601438342,-233.0811255449167,43.95906953053327,121870.7157071473,4235305.61035726,0.10874187426021456,107.0,0.00044636498652370635,263.71125374552713,-4373.363854485189
AAL,2019-03-04,577.702001566601,651.0833227131332,577.702001566601,73.38132114653217,134347.63247049108,4570822.509426717,0.12489995042076367,122.0,0.0008738356096052342,291.53733161008506,18283.98306000664
AAL,2019-03-05,-629.5475268531447,-570.157877458287,-629.5475268531447,59.38964939485777,126523.23188040112,4226460.187319774,0.1242542254691097,130.0,0.0004466342510271752,267.9716989416193,-14166.749304941211
AAL,2019-03-06,484.8351692700029,544.3497614789231,484.8351692700029,59.51459220892025,127800.27568512858,4204443.742483553,0.1268714498011345,128.0,0.00046014473740387755,276.53341211746664,12601.18841380632
AAL,2019-03-07,140.45826835948645,197.25033371669792,140.45826835948645,56.79206535721147,128694.32814245013,4128682.9781780755,0.12663224860614763,91.0,0.00027050359633053276,270.3855268636003,5906.146648151831
AAL,2019-03-08,-344.797498005791,-272.6117166129037,-344.797498005791,72.1857813928873,114751.66071716473,3660300.543958474,0.15798245314241446,125.0,0.0006544246410327163,233.7039200084565,-8077.068315215787
AAL,2019-03-11,93.76738132171914,160.81213574575577,93.76738132171914,67.04475442403663,122126.63849087487,3913706.0588051425,0.1539212217379535,129.0,0.00043977414249873415,258.74370469652507,-294.345449543035
AAL,2019-03-12,164.03882317224566,235.50044116847414,164.03882317224566,71.46161799622848,129422.70146261141,4058995.55214286,0.09223620117834341,97.0,0.000840878876380638,284.54668192699364,5101.12187956982
AAL,2019-03-13,-759.9534027919834,-704.5280779312261,-759.9534027919834,55.425324860757314,115125.04385085977,3634105.570195413,0.09105076605269655,102.0,0.0005247528561966122,248.35985701131554,-24347.80862883001
AAL,2019-03-14,-85.46054954571464,-19.084662562351554,-85.46054954571464,66.37588698336309,113849.78303286698,3646954.0919568813,0.13546756094013238,137.0,0.00045964322990625704,245.93819117208153,-3872.6728744645334
AAL,2019-03-15,-87.31391041325256,-33.44377739269787,-87.31391041325256,53.87013302055469,108971.00922090346,3470639.494743158,0.12349305106821969,124.0,0.00031767725059927455,229.82123968598393,-4738.73276298867
AAL,2019-03-18,-70.12163352034077,-26.43327740673395,-70.12163352034077,43.688356113606815,116278.13265030472,3636201.5572100054,0.15056317416599083,149.0,0.0003722780279544896,251.65221883120267,-2510.495847940569
AAL,2019-03-19,79.76130248548631,133.8680139430966,79.76130248548631,54.10671145761029,109010.44785204227,3474071.0992723973,0.1200295176619635,125.0,0.00047465228521681435,237.47557107480932,3036.7210094659335
AAL,2019-03-20,-4.947006792112035,48.664677495241875,-4.947006792112035,53.61168428735391,110215.40015870678,3422596.5576226963,0.13198674587803444,105.0,0.00047658338949301167,237.72026446959754,1510.5135828818616
AAL,2019-03-21,-764.3828217740929,-719.3689961922444,-764.3828217740929,45.01382558184855,102031.90557039014,3191340.888494135,0.12054780774429898,106.0,0.0003012431786777677,211.4927134598214,-21362.097835732427
