stock,date,pnl_unpert,pnl_pert,pnl_mid_raw,pnl_mid,pnl_sim,impact_cost,turnover,day_volume,day_participation,mean_bin_participation,max_bin_participation,abs_position_mean,abs_position_max,max_impact_dislocation,flow_flag_count,n_bins
AAL,2019-01-02,4.028749604245695,4.009347498994256,1.8113506201158731,4.028749604245695,4.009347498994256,0.01940210525143904,3889.596477737964,691422.0,0.005625502916797504,0.06980825952664699,8.489111637639498,1.0837090125887525,14.328238323965193,2.053247003927603e-05,46,2339
AAL,2019-01-03,11.893233637071768,11.855357118314505,9.227278570100914,11.893233637071768,11.855357118314505,0.03787651875726361,5489.484254310528,2177618.0,0.002520866494633369,0.03044657950627377,9.733328115491387,1.528366247928069,16.848882839361348,2.632618137832397e-05,74,2338
AAL,2019-01-04,-1.1038738616875494,-1.131282781038324,-2.7059025644833397,-1.1038738616875494,-1.131282781038324,0.027408919350774497,5487.510090276776,1371426.0,0.004001316943296085,0.08113261933563583,18.422606978786295,1.502300481570247,26.185067014007977,2.407467034417493e-06,52,2324
AAL,2019-01-07,3.3564705428602,3.332552883021644,0.7856514641855702,3.3564705428602,3.332552883021644,0.023917659838556204,4703.215802325836,1105414.0,0.00425470982123063,0.04463467330909022,9.502644909225696,1.2348288375359848,19.70711952997459,6.467421518494985e-06,33,2335
AAL,2019-01-08,-0.1864463546484171,-0.21202614553469293,-0.9676871220236429,-0.1864463546484171,-0.21202614553469293,0.02557979088627582,4682.152994800322,960168.0,0.004876389334783415,0.11802965719231026,20.07399865151303,1.3178923387561177,21.29247639612552,7.5213601504784484e-06,51,2333
AAL,2019-01-09,0.7557423439976769,0.7556155881311207,0.663761976153809,0.7557423439976769,0.7556155881311207,0.00012675586655619409,52.2277033134856,66341.0,0.0007872613212566226,0.023104568279244234,1.0032130559348809,0.6913478585035413,2.851694845740938,2.5077457903657785e-07,0,58
AAL,2019-01-10,-0.23983570523391917,-0.2500070850333771,1.041298355240421,-0.23983570523391917,-0.2500070850333771,0.010171379799457925,2721.13415425885,2452880.0,0.0011093629342890194,0.01225319884419289,1.3596002509713045,0.8196804274708358,10.49658759800427,9.40859806798663e-06,55,2339
AAL,2019-01-11,3.7064961808777444,3.6911029991951754,2.0824347680554713,3.7064961808777444,3.6911029991951754,0.01539318168256898,2742.747635327495,958359.0,0.002861920882808525,0.019954152344197004,3.7992705023076496,0.7884464880406089,7.218609899078396,1.0345962633666122e-05,101,2330
AAL,2019-01-14,0.9512625142736851,0.9396944342493966,0.45203531667231084,0.9512625142736851,0.9396944342493966,0.011568080024288552,2773.4603754200634,811258.0,0.0034187155940774245,0.036734478888670936,5.175496419852499,0.7558996351997975,8.482837451848825,2.9554094146825097e-06,48,2338
AAL,2019-01-15,5.66183648435299,5.642297553628508,2.2658164731060153,5.66183648435299,5.642297553628508,0.019538930724482206,2992.368816182061,986639.0,0.0030328912765277484,0.03521124632809399,6.168159918260662,0.9199932212811741,10.181865467202115,5.1593185163512295e-06,30,2339
