date,pnl_unpert,pnl_pert,pnl_mid_raw,pnl_mid,pnl_sim,impact_cost,turnover,day_volume,flow_flag_count,max_impact
2019-01-02,-94.86751384023162,-107.76655753331212,64.15307764815967,-94.86751384023162,-107.76655753331212,12.899043693080479,157073.57223304565,19817464.0,1394,0.00011777702084768069
2019-01-03,-1488.8337164926918,-1502.2114319713141,-303.04511902203603,-1488.8337164926918,-1502.2114319713141,13.377715478622237,181547.3553521688,30908381.0,1170,0.00021289074450341495
2019-01-04,-54.59991632375579,-77.33654730595822,1379.0700144237198,-54.59991632375579,-77.33654730595822,22.736630982202435,181918.915696,29947016.0,1150,0.00026745053819550967
2019-01-07,105.71526242828543,92.75353733849943,-473.5863115530232,105.71526242828543,92.75353733849943,12.961725089785782,174922.35935340292,23960457.0,1516,0.0001766997258975285
2019-01-08,-2763.0563073447615,-2783.5021845841775,850.0981665460776,-2763.0563073447615,-2783.5021845841775,20.445877239415744,171294.35328745318,22259708.0,1509,0.00014771734720885705
2019-01-09,-2121.2754217967204,-2121.1198498743943,-1256.8345029552336,-2121.2754217967204,-2121.1198498743943,-0.15557192232624395,1700.208531160805,1553229.0,41,9.569161024923067e-05
2019-01-10,269.01721920850946,260.9948984094331,624.7714139810546,269.01721920850946,260.9948984094331,8.022320799076239,84202.54603864944,21774504.0,1847,0.00016708309225089198
2019-01-11,10247.946340784843,10243.780232068291,-1588.4241019326014,10247.946340784843,10243.780232068291,4.166108716552633,86196.49410947565,16852388.0,1997,0.00020467552575939563
2019-01-14,-2445.709072942456,-2455.0801379578493,-980.3678263337271,-2445.709072942456,-2455.0801379578493,9.371065015393501,91095.05771889602,16179434.0,2219,0.00020675745813035842
2019-01-15,-6013.556704128044,-6029.517255696973,-1976.5693351694529,-6013.556704128044,-6029.517255696973,15.960551568929954,92430.85068476779,16690357.0,1696,0.0001950897996663382
2019-01-16,7114.197850498065,7106.672640821214,2268.8881412885366,7114.197850498065,7106.672640821214,7.525209676850965,98966.0418403643,17444476.0,2113,0.0001891099407819053
2019-01-17,-785.2675272692436,-798.4362846331412,76.7571149390426,-785.2675272692436,-798.4362846331412,13.168757363897798,102196.67774075191,17282083.0,1970,0.0001687195781369102
2019-01-18,-802.8232058424389,-812.301452959017,479.14461703082645,-802.8232058424389,-812.301452959017,9.478247116577919,101135.99238910968,19998019.0,1704,0.0001813368489117194
2019-01-22,5151.789148287601,5141.215901868332,2556.996935850043,5151.789148287601,5141.215901868332,10.57324641926896,110935.34153928701,18617061.0,1485,0.00019406742189704846
2019-01-23,-6368.84008695265,-6384.994038600843,638.754633666304,-6368.84008695265,-6384.994038600843,16.153951648192297,116389.06785961246,17997976.0,1523,0.00021723309437459912
2019-01-24,-1141.4615126749836,-1148.9792224115427,-2614.394352862946,-1141.4615126749836,-1148.9792224115427,7.51770973655888,115235.50527994837,23250604.0,1950,0.0001681488094359021
2019-01-25,2983.2511321693196,2975.5465755617315,-27.275306730387566,2983.2511321693196,2975.5465755617315,7.704556607587932,112725.36263081031,23567482.0,1792,0.00016163705765482022
2019-01-28,6151.0048735443925,6126.708128828162,1802.3446189423062,6151.0048735443925,6126.708128828162,24.296744716230698,122372.99798519915,22469419.0,1596,0.0001405052533968859
2019-01-29,3408.63571245559,3395.3339089156107,5856.29550845773,3408.63571245559,3395.3339089156107,13.301803539979396,127855.79756895211,21634369.0,1956,0.00020868613530266276
2019-01-30,-18629.427083190585,-18640.774276395725,-6445.885508703495,-18629.427083190585,-18640.774276395725,11.347193205140021,116452.72534971937,33410824.0,1569,0.00014205662104945643
2019-01-31,1443.5165493173229,1429.7036216491458,-5318.6901769123615,1443.5165493173229,1429.7036216491458,13.81292766817731,112518.6152219578,25635771.0,1601,0.0001618541272686192
2019-02-01,3569.1475905734965,3553.7184203571974,1918.6906891574697,3569.1475905734965,3553.7184203571974,15.429170216299145,115051.29542991589,20674084.0,1554,0.00011469676378411328
2019-02-04,2453.8400590445417,2435.1788225108535,1664.05466185514,2453.8400590445417,2435.1788225108535,18.661236533688243,116489.94629858184,18875742.0,2197,0.00016190779385128265
2019-02-05,-6428.83233130366,-6435.265340319053,-1345.4612666496748,-6428.83233130366,-6435.265340319053,6.433009015393133,120997.73802084147,22230549.0,1874,0.00014900871228930106
2019-02-06,3369.261804286038,3355.0041193294387,3756.857734129276,3369.261804286038,3355.0041193294387,14.257684956599642,120708.10234007964,18483188.0,1791,0.00013010559788788605
2019-02-07,3231.474379111335,3210.4553707820787,1119.4825014758226,3231.474379111335,3210.4553707820787,21.019008329255577,202037.7590819885,21014474.0,1297,0.0001605962519774639
2019-02-08,846.7976280892369,826.1689147113896,-5456.1358220857965,846.7976280892369,826.1689147113896,20.628713377847074,203589.26831238315,17075949.0,1637,0.00015809703584938558
2019-02-11,-2421.3735205888033,-2465.580458621588,4233.263600137527,-2421.3735205888033,-2465.580458621588,44.20693803278487,203952.84577504545,15571637.0,1993,0.0001463474943003409
2019-02-12,3064.176498742046,3028.5451006130897,-1091.051976299162,3064.176498742046,3028.5451006130897,35.63139812895648,202629.21137488948,17451884.0,2032,0.00021318396561811892
2019-02-13,13597.665303343289,13572.68342410748,4721.92237657949,13597.665303343289,13572.68342410748,24.981879235810503,212332.57027737715,15909830.0,2139,0.00016269163172710223
2019-02-14,-3650.874590484476,-3687.5038173187113,-982.3972449950453,-3650.874590484476,-3687.5038173187113,36.629226834235496,207688.4635758225,17194742.0,1805,0.0001330804499856447
2019-02-15,-5198.184604682725,-5238.748461448593,4771.391475114253,-5198.184604682725,-5238.748461448593,40.56385676586749,211820.11081746785,19455522.0,1961,0.00020766304042839703
2019-02-19,-14626.727880024544,-14657.366827399796,-8972.303424474354,-14626.727880024544,-14657.366827399796,30.638947375251252,211328.6316295862,15762037.0,2202,0.0001695892872249482
2019-02-20,15368.14844116799,15343.917970168217,2873.596623507902,15368.14844116799,15343.917970168217,24.230470999772308,214009.29494163586,16806413.0,1903,0.00014073299902264577
2019-02-21,-14832.547121006215,-14883.620073324457,628.7391733926104,-14832.547121006215,-14883.620073324457,51.072952318241775,223923.1705717237,15594069.0,1884,0.00016764142190526556
2019-02-22,-15097.43812953475,-15142.266867421129,-5007.499637700373,-15097.43812953475,-15142.266867421129,44.828737886378526,222429.37518809826,15688581.0,2046,0.00017938009603634016
2019-02-25,23404.640968332144,23416.15608410381,9207.052099960547,23404.640968332144,23416.15608410381,-11.515115771669464,230049.30756461326,16403815.0,2025,0.00015972296992266752
2019-02-26,-3514.953379748159,-3568.2764401856857,-3483.4565443709294,-3514.953379748159,-3568.2764401856857,53.323060437527054,235663.7447329363,13342599.0,2215,0.00023175686342350333
2019-02-27,-3270.2126159939917,-3304.544432644913,-3069.831367538834,-3270.2126159939917,-3304.544432644913,34.331816650921056,247013.06592002342,15750942.0,2275,0.0001826403528499376
2019-02-28,4649.118271759302,4586.701599495825,-2483.949956749988,4649.118271759302,4586.701599495825,62.41667226347654,256190.1904108811,12584384.0,2348,0.00020951034730880237
2019-03-01,-977.0330292755218,-1026.2818600402347,-10371.900164000283,-977.0330292755218,-1026.2818600402347,49.24883076471285,255562.62651883796,16037716.0,2028,0.0001750458324294107
2019-03-04,-16488.82898660945,-16554.366794828016,-2728.3115165713352,-16488.82898660945,-16554.366794828016,65.53780821856637,269931.46152607724,18365453.0,1384,0.00013584053310321427
2019-03-05,8560.130495848794,8538.823666660268,2252.5337530249503,8560.130495848794,8538.823666660268,21.306829188526976,266931.1660570491,13173505.0,1970,0.00016261707353450606
2019-03-06,22555.355284728303,22515.529159844376,15425.883659822095,22555.355284728303,22515.529159844376,39.826124883927896,271016.43339099776,16760965.0,1698,0.00014687807330885814
2019-03-07,27104.476156424287,27049.302230635614,19138.27917060821,27104.476156424287,27049.302230635614,55.17392578867279,270278.0588892002,16204670.0,1436,0.00012941939319529444
2019-03-08,-34182.84290200813,-34183.75733786621,-11248.079868567549,-34182.84290200813,-34183.75733786621,0.9144358580826548,274493.47685187287,12592013.0,1589,0.00023259175514122113
2019-03-11,-31013.211797789692,-31080.22202818407,-27698.51823213297,-31013.211797789692,-31080.22202818407,67.01023039437962,272977.1911507471,16042601.0,1857,0.00013321485555318775
2019-03-12,-2787.3229161870445,-2870.9516504591397,-5788.528323526277,-2787.3229161870445,-2870.9516504591397,83.62873427209641,264852.79597819486,16360609.0,1822,0.00013765364242231885
2019-03-13,15359.9173534111,15350.22940861966,706.9554281191981,15359.9173534111,15350.22940861966,9.687944791438056,266246.8044014512,15924210.0,1925,0.00018854306254228624
