stock,date,pnl_mid,pnl_sim,impact_cost,turnover,abs_position_mean,abs_position_max,max_impact_dislocation,n_bins
AAL,2019-01-02,17.807952898379128,-37.95122647119124,55.75917936957037,7186.327443605064,32.22903323065004,133.16111401476326,1.1706009001257841e-05,2339
AAL,2019-01-03,83.27782854650262,75.74674720075082,7.531081345751801,14741.53167351821,54.95902484534821,179.7341200191886,1.1698062708519543e-05,2338
AAL,2019-01-04,-128.7349730672365,-68.8202315606527,-59.914741506583795,14320.666865028914,121.65926907184001,345.62631550724313,2.0536960878369867e-05,2324
AAL,2019-01-07,44.15478096617228,81.86865067573855,-37.71386970956627,13764.065211618694,80.88019814573217,298.8159277580235,1.731078730792601e-05,2335
AAL,2019-01-08,126.40965883871321,52.515131971198485,73.89452686751473,12977.959757584846,133.5075807631963,304.6593611832114,1.5328396462894245e-05,2333
AAL,2019-01-09,3.0672796207086326,3.4612861986850576,-0.394006577976425,134.35010478660897,6.671428880683218,11.887547181800482,1.360207567776587e-06,58
AAL,2019-01-10,-299.69557832424954,-155.14664273051662,-144.54893559373292,12769.327524580476,149.40912338345316,336.42608141218875,2.148290104968591e-05,2339
AAL,2019-01-11,-2.0541514980320374,25.297629405121988,-27.351780903154026,12418.684529320235,79.57518497190368,181.13875317195928,1.3128840459462268e-05,2330
AAL,2019-01-14,46.145691939017425,304.22229144172275,-258.07659950270533,12080.491608420172,203.3429118918287,419.6485778838709,2.7725571747227162e-05,2338
AAL,2019-01-15,-29.06130508298763,-23.04854476876305,-6.012760314224579,11835.609377979215,178.68448933911927,393.95799428755276,2.3483389235076308e-05,2339
AAL,2019-01-16,-57.56098305342495,120.3041225414,-177.86510559482497,11908.927281742379,49.87772249675346,202.71417529430838,1.4640389862112278e-05,2334
AAL,2019-01-17,77.86462116465196,82.69120072478623,-4.826579560134263,11536.466131474574,120.49172980682127,300.1347872360936,1.9446412439245025e-05,2335
AAL,2019-01-18,26.000364622097763,98.20472139724907,-72.20435677515131,11404.150661173415,128.72456639573937,268.8213649313752,2.1856978663455714e-05,2338
AAL,2019-01-22,47.91612727425021,183.74649792486318,-135.83037065061296,11371.104433921037,67.7940448509762,197.5112353195485,1.539218148001945e-05,2337
AAL,2019-01-23,-121.81355776275038,-58.93859018878294,-62.87496757396744,11896.248505941096,73.10063614507769,224.12190979491157,1.5166428678178819e-05,2340
AAL,2019-01-24,36.19902931133355,55.514188384742496,-19.31515907340895,12078.669816788042,70.06981084307891,197.93688172231313,1.0861126950445387e-05,2336
AAL,2019-01-25,21.83648334712143,57.532651639082516,-35.69616829196109,12423.638014586819,65.58045331613587,240.46682253139173,1.73226331565847e-05,2333
AAL,2019-01-28,-78.2906439294315,48.728096711868815,-127.01874064130031,12689.219477230847,116.69495121551047,277.8104274949099,1.3031872096305666e-05,2340
AAL,2019-01-29,49.50702734023751,-8.264342060493219,57.77136940073073,12676.798200302608,75.2263363884168,252.21869159983265,1.73565568278255e-05,2338
AAL,2019-01-30,12.738577961846765,-25.371865909121063,38.11044387096783,12597.844895082202,113.60638228696891,310.00062721403043,1.460887959644272e-05,2340
AAL,2019-01-31,-69.40727466982281,-108.01803393361956,38.61075926379675,12918.579437958677,82.54987778121416,285.25305368913257,1.5821931866080245e-05,2338
AAL,2019-02-01,28.451977763055936,73.67710593916067,-45.22512817610473,12281.785647315855,184.4453013355445,323.9189266498164,1.4768202218148515e-05,2330
AAL,2019-02-04,1.3614387926590128,-43.36540708195515,44.72684587461416,11989.255049187515,69.87820926774044,205.43219280574442,1.1653248118425665e-05,2322
AAL,2019-02-05,32.51901308027439,9.393660329776047,23.125352750498344,11926.350663452886,95.59309896979042,259.317075321493,1.494700118576512e-05,2329
AAL,2019-02-06,27.536218243271037,-101.55580183028812,129.09202007355915,11854.433288161417,134.70001625109975,299.55128975092805,1.994400813588159e-05,2323
AAL,2019-02-07,33.553704323078364,-4.815745552551107,38.36944987562947,12552.721127630131,45.35340300722193,147.71087941220864,8.337170457832814e-06,2338
AAL,2019-02-08,31.652940590226603,-76.60275396395451,108.25569455418112,11772.698866689367,89.00386609277027,263.35542699339504,1.3701718787610378e-05,2332
AAL,2019-02-11,-32.446405726455154,-15.785826587905401,-16.660579138549753,11752.022387306217,79.72266678621756,238.61729296537908,1.2227094385630096e-05,2336
AAL,2019-02-12,-104.22038151516719,-0.1321907408089924,-104.0881907743582,12088.116454977386,104.92300348744946,242.12979690281716,1.0435569180317945e-05,2337
AAL,2019-02-13,10.146345742238411,37.67468256032506,-27.52833681808665,12043.194501937394,94.56240542910551,214.64674367471196,9.65485218130483e-06,2337
AAL,2019-02-14,-2.861845584079459,-100.75091275810911,97.88906717402965,11802.705358329898,124.14513590259443,316.34848506152224,1.3305018007342068e-05,2333
AAL,2019-02-15,213.56138477390255,23.619335518607937,189.94204925529462,12418.573760663945,135.52976197941746,290.55606223032186,1.0101303912839178e-05,2335
AAL,2019-02-19,64.36174363806906,8.94392480052441,55.417818837544644,12536.341120863746,61.965906592454346,217.94408847646594,8.071364776613008e-06,2337
AAL,2019-02-20,8.69758244383418,43.09943040183073,-34.40184795799655,12504.40394965923,47.288060379150565,181.47484382437457,7.7549758028844e-06,2337
AAL,2019-02-21,-46.60984081755475,36.66865007751802,-83.27849089507276,12165.587817113465,160.44493047892763,394.2104105150805,1.7230640745075835e-05,2340
AAL,2019-02-22,2.861395531277032,-19.140283555424332,22.001679086701365,11868.274141141768,59.489781284124234,190.19089335838086,8.132301936323928e-06,2333
AAL,2019-02-25,36.780226378047445,50.0850191869707,-13.304792808923253,11417.400959578385,62.93853742602686,263.8241530947183,1.272607512719509e-05,2337
AAL,2019-02-26,52.659888363509296,-41.55816979284108,94.21805815635037,10922.744817146408,68.70170988712351,221.38225099276818,8.621940707697248e-06,2330
AAL,2019-02-27,4.897824699302575,-26.75043166455217,31.648256363854745,11013.535359504984,96.81085787438107,206.37910854579928,9.360838139941982e-06,2337
AAL,2019-02-28,1.28175761263088,17.18237968243286,-15.90062206980198,10734.509117275244,74.37531188420486,193.50913061377676,8.015077762008559e-06,2330
AAL,2019-03-01,24.614074170203068,19.698310797489484,4.9157633727135845,10768.208140261482,95.31182967702067,269.5926565828535,8.575483270397885e-06,2333
AAL,2019-03-04,121.39930980954472,89.37359531069171,32.025714498853006,10717.661591215823,135.70209668570277,372.59428553688076,1.2416146482923453e-05,2339
AAL,2019-03-05,6.946321769909154,10.80378864244342,-3.857466872534266,10847.385714156619,59.23445241215735,173.2057129244778,7.179916506065665e-06,2333
AAL,2019-03-06,61.86505714480366,58.473307847045376,3.391749297758281,10850.529646695515,81.07570906852253,253.4183780250887,9.516250411569307e-06,2338
AAL,2019-03-07,-12.376935041067906,18.853799092543195,-31.2307341336111,11009.077403362284,108.6014863724317,236.35041710211235,8.379577012895518e-06,2336
AAL,2019-03-08,0.7021825139420521,5.29297198432495,-4.590789470382898,10370.30413274789,83.17592343674536,168.37359736892444,7.210635848851988e-06,2240
AAL,2019-03-11,34.24490392225123,29.694492942654907,4.550410979596325,10786.38458000869,31.75034785950685,105.46585904844223,5.352244160996289e-06,2335
AAL,2019-03-12,30.206991479367368,24.4422541015332,5.764737377834166,11054.777806049091,77.29875936816525,207.05830363169775,9.930324043046195e-06,2337
AAL,2019-03-13,14.14949456849713,-12.068263320010733,26.21775788850786,11006.968388409095,70.65269250149346,170.59095936929285,8.922856649278823e-06,2339
AAL,2019-03-14,-14.25658386163575,22.525257671328273,-36.78184153296402,10904.382273405161,47.57831097549826,131.50716880694887,6.482661116793411e-06,2334
AAL,2019-03-15,-28.71030571735745,-17.756654005573765,-10.953651711783685,10952.169045174835,59.3966994384912,171.99572303516936,8.320811650088045e-06,2334
AAL,2019-03-18,22.491239399015168,70.96088039351253,-48.469640994497354,10309.759724792017,89.79688101130016,197.87186297337834,9.099959318390273e-06,2326
AAL,2019-03-19,-35.79584861793192,-27.84000745140731,-7.955841166524607,10284.674306247365,60.85523273680136,167.87052434168305,8.1884595372616e-06,2334
AAL,2019-03-20,42.461947088539894,17.561678732953936,24.900268355585958,10118.259450489113,51.03164546847888,138.64678025674093,7.49730559733507e-06,2338
AAL,2019-03-21,-8.977124956188113,-4.547707567501746,-4.4294173886863675,9988.403864370977,38.8997005159309,111.77816918421202,6.752984851963957e-06,2338
AAL,2019-03-22,60.68495584380288,-15.167660236563863,75.85261608036674,10110.620142993921,69.70312554471707,164.9215007150188,8.663613306527734e-06,2339
AAL,2019-03-25,44.676785685822125,37.861564019945085,6.81522166587704,10051.072004050347,37.273193862964604,127.97917036475802,6.765560427293006e-06,2339
AAL,2019-03-26,17.59658634094664,-11.365225882152854,28.961812223099493,9827.5505403459,50.79778617357876,197.17279348839838,1.0939603973103245e-05,2331
AAL,2019-03-27,-15.364883632377852,9.440760093120016,-24.805643725497866,9905.02696422852,39.29320858506894,139.7601266576939,7.0476202195573475e-06,2338
AAL,2019-03-28,-56.866092118905016,-117.0991223402856,60.23303022138059,9862.73960707708,50.38053784532479,168.74034677813546,1.0220990507064682e-05,2333
AAL,2019-03-29,13.973120213655225,-6.730752547303389,20.703872760958614,9858.074928922742,38.088644095672265,103.29831698307912,5.433109286060271e-06,2337
AAL,2019-04-01,18.977577298717705,-18.51690321211116,37.494480510828865,9886.134296920809,76.48350293438091,190.09617306162954,1.0081776410807298e-05,2339
AAL,2019-04-02,-14.657708201733804,-21.575278168282836,6.917569966549031,9958.233516962924,102.83066085949166,243.4613416468527,1.0157430380970753e-05,2338
AAL,2019-04-03,-17.92400572196318,11.386260706666057,-29.310266428629237,10098.139133953626,73.23554134753199,200.63827785601242,1.107611635989631e-05,2339
AAL,2019-04-04,-30.37814594301982,-48.91403456341088,18.53588862039106,9950.789601075801,68.38894222151306,255.79443584589964,1.2122444288255164e-05,2331
AAL,2019-04-05,6.650583973042723,-2.9538150523554085,9.60439902539813,10020.262296681045,53.25054082988703,138.85099141768427,8.155534190600109e-06,2335
AAL,2019-04-08,14.94309842490972,-2.08841747002257,17.03151589493229,10097.841771175259,154.68673668931507,293.3546684697194,1.2197036381560894e-05,2330
AAL,2019-04-09,21.82099566551026,1.3112930456980303,20.50970261981223,9941.752712672005,65.67457625103077,174.15242815861367,8.774932076888708e-06,2338
AAL,2019-04-10,-25.932615364302723,-35.9109844073851,9.978369043082377,9838.020011105938,56.9224164569203,173.29639842271357,8.377082451916727e-06,2333
AAL,2019-04-11,-17.10697715103101,8.7591639244478,-25.866141075478808,9912.64249193415,46.2495585073642,149.22518310128692,7.548911101360606e-06,2335
AAL,2019-04-12,-1.3121800970386872,10.759807845107169,-12.071987942145856,9787.500327606154,53.934953506635566,141.26058779043956,6.650530645586337e-06,2319
AAL,2019-04-15,25.791443520767928,18.525277101082434,7.266166419685494,9858.574993372125,54.505343127125784,162.0136789880031,7.805015070413932e-06,2317
AAL,2019-04-16,49.88937232117028,38.549452394997445,11.339919926172833,9652.256024281322,62.53769204210919,182.58284406172967,9.75426492466788e-06,2321
AAL,2019-04-17,37.46524171053082,-1.7593870418196396,39.224628752350455,9486.832625116054,70.28761727214085,237.9609927078628,1.022176202436936e-05,2314
AAL,2019-04-18,18.323265518643968,5.626553474544579,12.696712044099389,9322.746471149345,38.51432726861169,119.02116543712542,6.7946424785965715e-06,2308
AAL,2019-04-22,32.42326710295039,16.881731001697915,15.541536101252476,8980.66844938137,58.17924474742206,124.99347223039976,8.024234573485568e-06,2314
AAL,2019-04-23,-44.362198974769534,-18.375996879550634,-25.9862020952189,8939.184780067268,71.94073141840899,250.73265778044262,1.4279687690473148e-05,2315
AAL,2019-04-24,-12.857345150593721,11.48230093467154,-24.33964608526526,8663.628392487342,64.87443991513287,151.14152597276063,7.410193971931804e-06,2278
AAL,2019-04-25,-59.79053094589995,-34.523852262447384,-25.266678683452568,8828.985437166373,74.81570727280823,164.32584985958616,7.668442382243818e-06,2328
AAL,2019-04-26,-17.327882588814848,-8.98015335033221,-8.347729238482637,8756.000250716741,43.15425986360965,125.90896179942906,8.179110999089292e-06,2294
AAL,2019-04-29,-36.05223612288683,-21.312909113256698,-14.739327009630134,8786.61926549197,50.29881479705569,120.3053880846963,7.057386626598618e-06,2333
AAL,2019-04-30,-31.169435294153367,-8.251320276722243,-22.918115017431123,8502.838562401084,36.66606546043605,124.55927585586527,9.04766846950672e-06,2314
AAL,2019-05-01,6.3070075203002185,26.170604097353888,-19.86359657705367,8234.145319630832,40.54743070003843,120.3251727010274,6.368855812492769e-06,2308
AAL,2019-05-02,-21.37043656005702,7.285244027850082,-28.6556805879071,7982.130726411433,52.97331699767188,124.82444255748912,6.178195264745191e-06,2334
AAL,2019-05-03,-14.269766984168074,-4.64007097219895,-9.629696011969124,7886.126738968413,45.36478789985072,126.19054283224156,8.504925171671998e-06,2312
AAL,2019-05-06,13.947241725607856,8.45338375326705,5.493857972340807,7916.565453288289,68.82223627253968,145.0664039876904,8.093774193947855e-06,2329
AAL,2019-05-07,-6.939850101504455,-35.40836514854077,28.468515047036313,7926.060127229222,26.23047984467899,99.61244473387949,6.616367395554209e-06,2338
AAL,2019-05-08,-14.669912686063483,-14.192072139610246,-0.4778405464532369,7684.818760956284,22.446716658365528,87.55507149525347,6.423953384267652e-06,2327
AAL,2019-05-09,-19.581748551493277,-30.940162217585623,11.358413666092346,7495.019689925164,37.22584900297129,153.07027629478867,1.042531680555197e-05,2336
AAL,2019-05-10,90.71348393622407,45.39613088967323,45.317353046550835,7250.19341536645,62.94277286677947,168.77735604381147,1.1757967948215486e-05,2330
AAL,2019-05-13,25.211365492020157,42.566585396056475,-17.355219904036318,7487.980482972823,35.07478980624708,131.4114075463914,8.405838770272122e-06,2340
