stock,date,net_pnl,gross_pnl,impact_cost,turnover,gross_notional,predicted_alpha,realised_alpha
AAL,2019-01-02,-35.9743845223299,69.16422734022798,105.13861186255788,15794.08392773707,509698.0220256075,1634.672133722775,69.16422734022291
AAL,2019-01-03,397.12808261486356,352.1021030570242,-45.02597955783938,32064.495080915425,960477.8887015361,3433.163431237059,352.1021030570034
AAL,2019-01-04,-189.73427552997015,-235.9931136203931,-46.258838090422955,31146.0638326442,986627.2103391872,3347.2391788836385,-235.99311362035448
AAL,2019-01-07,250.53253566386184,239.6622354865902,-10.870300177271645,29734.230740213643,978790.6378680647,3168.8113933769364,239.66223548658797
AAL,2019-01-08,158.25408260509857,203.27164012416483,45.01755751906626,28225.048790533692,921843.325273482,3029.7602543688217,203.27164012420405
AAL,2019-01-09,10.573213990134398,10.650444409991241,0.07723041985684276,283.16206543709006,9226.208486165371,37.03384392668727,10.650444409991588
AAL,2019-01-10,-189.91496662588509,-341.31855918143185,-151.40359255554677,27242.06311313399,850913.2206373238,2961.792275598592,-341.3185591814134
AAL,2019-01-11,80.465958560625,44.408258623337396,-36.0576999372876,26667.43210964697,843645.1421790763,2913.707065600237,44.40825862333333
AAL,2019-01-14,376.99235654007566,134.10909362064342,-242.88326291943224,25797.614945824032,815819.6745376582,2749.848783386842,134.1090936206828
AAL,2019-01-15,-6.3367220112632126,-39.042812356828264,-32.70609034556505,25573.0960479676,821061.6543130516,2830.0385163435813,-39.04281235681436
AAL,2019-01-16,175.48353349275277,-84.4072022836609,-259.89073577641363,25386.271048959523,843197.1623499386,2684.270860867271,-84.40720228364978
AAL,2019-01-17,175.86202794031897,114.53751854050647,-61.3245093998125,24728.782835010214,823143.5309081784,2647.3692313857327,114.53751854052364
AAL,2019-01-18,192.08484958880004,74.19976436360177,-117.88508522519827,24561.20267896034,830695.3802076965,2676.3309456154475,74.19976436359894
AAL,2019-01-22,278.1095483913593,68.56832511652883,-209.54122327483046,24564.446772403924,813859.2107533496,2709.2324970252357,68.5683251165302
AAL,2019-01-23,-70.49122281150136,-120.83802274614733,-50.34679993464597,25760.154101712476,830356.8473230829,2782.2997353783594,-120.8380227461555
AAL,2019-01-24,156.28316813484736,149.13732911588926,-7.1458390189581,26057.413431605244,867825.5862437035,2792.000589885648,149.13732911590904
AAL,2019-01-25,124.84245005143515,144.75012700042123,19.90767694898608,26634.515111277105,934099.954455686,2929.3408767690175,144.75012700042646
AAL,2019-01-28,43.62472585382537,-37.30823484145621,-80.93296069528158,27226.42015728812,984540.7819597293,2991.0914264938806,-37.308234841456
AAL,2019-01-29,13.681779480555477,67.243491153224,53.56171167266852,27205.548112899905,993498.3515832007,2937.1798319275085,67.24349115322524
AAL,2019-01-30,74.51599178898323,79.04806218189859,4.532070392915358,27088.6810185884,986582.8842530414,2904.7850994003343,79.04806218187326
AAL,2019-01-31,-111.53621172303457,-46.82403178006622,64.71217994296835,27634.457684456404,996990.3149317815,2887.6824372167875,-46.824031780078485
AAL,2019-02-01,135.83384190899062,23.047009039699105,-112.78683286929152,26469.915498865834,960579.6416793689,2860.2418197655834,23.047009039731684
AAL,2019-02-04,-33.278699155544345,6.727506359799424,40.006205515343765,25829.834678059888,946407.1596637049,2706.076851442839,6.727506359808675
AAL,2019-02-05,24.704570441737125,78.37605305377733,53.6714826120402,25588.886704318043,945352.3796260986,2698.9239944300875,78.37605305379905
AAL,2019-02-06,-64.16586149905929,42.138268244627255,106.30412974368654,25628.98754227543,943471.4283872757,2721.9765442713574,42.13826824461324
AAL,2019-02-07,39.64320160425688,81.15208377635992,41.508882172103036,27382.009215784015,994472.3724509026,2922.180577197708,81.15208377637646
AAL,2019-02-08,-60.69923953954135,57.76898982166307,118.46822936120442,25646.63263359476,918555.460568178,2691.0111320569226,57.768989821714165
AAL,2019-02-11,32.30646822947652,-19.970667978900373,-52.277136208376895,25841.712041293762,941684.472689804,2717.038014465807,-19.97066797893251
AAL,2019-02-12,44.451380440746114,-81.63168156953772,-126.08306201028384,26456.911855242583,970058.564177273,2785.660281221475,-81.63168156953502
AAL,2019-02-13,41.34336160492634,13.670428278171883,-27.67293332675446,26405.397784588367,954681.4593244081,2725.21837012334,13.670428278117669
AAL,2019-02-14,-83.67603559289336,-12.923192844300292,70.75284274859307,25985.180622260734,939969.292483153,2733.7355864663314,-12.923192844277402
AAL,2019-02-15,153.66633365721623,348.7323863659728,195.06605270875656,27365.162888065883,975926.4809815366,2830.6994073178075,348.73238636597347
AAL,2019-02-19,64.38391160963535,95.7573871710854,31.37347556145005,27664.149693267005,986631.9165246431,2844.0189401028183,95.75738717108987
AAL,2019-02-20,65.79029370380555,16.842756999110584,-48.94753670469496,27493.365221558975,963390.3156560396,2841.152206002688,16.842756999105656
AAL,2019-02-21,29.247606771623325,-80.55754688928855,-109.80515366091187,26915.737974339092,943368.3863971469,2747.7703683995564,-80.55754688923994
AAL,2019-02-22,-11.35022665961256,25.822844574197838,37.1730712338104,26200.144387912347,927446.0749205076,2767.6893895183866,25.822844574190672
AAL,2019-02-25,111.8696577587354,90.5140675375005,-21.355590221234905,25195.757061215983,906729.428310835,2579.5634341440345,90.51406753749595
AAL,2019-02-26,-1.7591919404045164,89.46163672975166,91.22082867015618,24211.4700972809,882124.0371707964,2481.622429765377,89.46163672976002
