stock,date,pnl_mid,pnl_sim,impact_cost,turnover,abs_position_mean,abs_position_max,max_impact_dislocation,n_bins
AAL,2019-01-02,48.16719865841007,-979.3683965967184,1027.5355952551286,16429.744339834546,58.45275679485064,251.24970939081015,0.0066387246756219225,2339
AAL,2019-01-03,212.75642408721012,1100.913317800967,-888.1568937137569,33704.89605487489,116.92807671809109,387.99453387040245,0.007362088761479989,2338
AAL,2019-01-04,-275.1070519188436,749.6921441941539,-1024.7991961129974,32718.70952238168,225.84578072035904,683.9062292088884,0.01113188293805626,2324
AAL,2019-01-07,140.23795317495393,233.95364275619755,-93.71568958124362,31456.615341801713,154.63146308380598,558.609614493488,0.008975571525445942,2335
AAL,2019-01-08,192.3937267923488,120.53723975978767,71.85648703256112,29665.7593229159,182.45843677810575,503.8109341564073,0.008980506500520387,2333
AAL,2019-01-09,6.9217045464004014,24.39915849085346,-17.477453944453057,307.2753318731457,15.01757602208814,27.075196103062275,0.001441921640428683,58
AAL,2019-01-10,-407.34282829129523,-112.45274999246362,-294.8900782988316,29181.25750597923,218.48136194915983,544.0820973079751,0.01080887259020182,2339
AAL,2019-01-11,23.876258813506787,137.21591230691658,-113.3396534934098,28394.481362434155,125.77198776515773,337.50794644400366,0.009435307545087479,2330
AAL,2019-01-14,81.05851454554457,2724.9579574294075,-2643.899442883863,27594.586976952123,264.97186980812023,647.6370592690826,0.016499548436607652,2338
AAL,2019-01-15,-69.0397731189489,-178.1811755449187,109.14140242596979,27029.93209907526,253.25798424097513,602.4183964539739,0.012110473440097552,2339
AAL,2019-01-16,-103.77094391434495,2967.9991732620524,-3071.7701171763974,27224.676943993687,92.83847264988653,371.5723175667718,0.008924867061544314,2334
AAL,2019-01-17,110.60277974281584,257.02748579576973,-146.4247060529539,26363.9337797935,174.15741979720133,492.8972082222282,0.011464793591723157,2335
AAL,2019-01-18,40.3828631616651,267.0106354179097,-226.6277722562446,26056.116422773062,173.06436478215147,528.537497639309,0.012755054968167846,2338
AAL,2019-01-22,62.863983965815954,2731.143828379451,-2668.279844413635,25993.240723565832,127.06226161284916,392.0915374140528,0.009777902138954552,2337
AAL,2019-01-23,-194.11771335214732,845.5314877679307,-1039.649201120078,27198.132758092586,109.6424813555453,400.90428132064847,0.008092888295233532,2340
AAL,2019-01-24,108.57012963708127,-500.4845519360962,609.0546815731775,27618.064742061742,92.91605185432877,324.65623351810825,0.006518273789366994,2336
AAL,2019-01-25,54.56755851233455,-474.4478144129349,529.0153729252695,28400.26091274771,121.1040537781618,474.6689397529376,0.010421100664045788,2333
AAL,2019-01-28,-96.48118689578666,-411.3418000585972,314.8606131628105,29010.135398897386,163.8267909603866,426.963185901812,0.007520471719985049,2340
AAL,2019-01-29,62.73371888125392,-784.1381277501182,846.8718466313721,28971.8189258525,144.05888431918464,499.49232546861776,0.010747003279094973,2338
AAL,2019-01-30,52.94596618459899,-75.52129190406083,128.46725808865983,28780.116752388385,201.35644434715658,473.8660094783285,0.008424122069151467,2340
AAL,2019-01-31,-62.770807347074765,-289.79432888355666,227.0235215364819,29523.860403216408,154.70492407555204,492.56673563870663,0.00871375463573412,2338
AAL,2019-02-01,3.575581960564719,534.4680670354006,-530.8924850748359,28070.399005835057,244.2245903977032,494.0046471590094,0.008093081977367229,2330
AAL,2019-02-04,15.248057083265433,-475.4609657234646,490.70902280673005,27410.84457465144,119.09677117437398,386.8693814192092,0.008474332692786298,2322
AAL,2019-02-05,81.0607865852785,-378.76214487854844,459.82293146382693,27257.58395065585,151.24388227631374,438.64168439704787,0.009611843465266189,2329
AAL,2019-02-06,33.4301085077821,-1468.8943503783883,1502.3244588861703,27085.722720103633,222.82499767979363,525.3744534236212,0.011685552135257958,2323
AAL,2019-02-07,64.71823249115732,-314.216874603565,378.9351070947223,28702.94958802505,84.20167842080824,311.14435202404115,0.005095281567570066,2338
AAL,2019-02-08,53.627005710159544,-1455.4599835721258,1509.0869892822852,26905.213459896073,168.9872791598865,495.90086796152315,0.007518294929129807,2332
AAL,2019-02-11,-31.662826852711586,446.6957532529209,-478.3585801056325,26859.042475322178,150.22647449564303,469.21497132157367,0.007751865881006473,2336
AAL,2019-02-12,-83.80336110526565,1354.5651626333984,-1438.368523738664,27633.955505307244,149.04895809558025,418.1765419742908,0.005352737381482535,2337
AAL,2019-02-13,9.771341868246342,103.24223639676674,-93.4708945285204,27534.65937233022,124.98877467015004,395.97923744163216,0.006026780166350985,2337
AAL,2019-02-14,2.7038759161936063,-1367.0876242261559,1369.7915001423494,26959.090471394957,205.00756952903012,511.5980758680789,0.006838518775712319,2333
AAL,2019-02-15,326.3509069505953,-2123.396579877747,2449.7474868283425,28385.572340256997,192.57359313903387,479.38608376935525,0.005836238700220571,2335
AAL,2019-02-19,99.50826500724469,-834.5301198942839,934.0383849015286,28664.30619704089,102.13779011680255,374.78755953052405,0.004766475284228052,2337
AAL,2019-02-20,19.114980363055295,401.137238854615,-382.02225849155974,28589.077683566014,93.94166453883857,354.49414907303753,0.0047589164157579005,2337
AAL,2019-02-21,-83.32096818841876,247.66977594594604,-330.99074413436483,27780.870801778157,270.2984789302714,737.7270867892988,0.008843482857290086,2340
AAL,2019-02-22,19.164534672669124,-441.1114421441162,460.2759768167853,27134.038870397486,97.23294882834998,381.25801109410645,0.004810418460833257,2333
AAL,2019-02-25,91.73041945884171,-250.75243550791956,342.48285496676124,26095.070177080393,128.09065362066684,598.7792503716828,0.007875737976392457,2337
AAL,2019-02-26,57.39066437501142,-714.7108685250485,772.1015329000599,24964.846473148165,122.42113148805595,409.3631782950897,0.004910319356128994,2330
AAL,2019-02-27,-25.760130020660235,-925.8964865939321,900.1363565732719,25169.195676483905,164.75226537126113,433.99112441664136,0.006041975638817794,2337
AAL,2019-02-28,9.287791564521335,402.19603005279856,-392.9082384882772,24536.43340039551,118.91881154238902,356.8730021898559,0.0043017489564127,2330
AAL,2019-03-01,36.53898098915806,-299.09061726227935,335.6295982514374,24613.01876795377,153.58359449433823,434.6629325460088,0.004936254411351183,2333
AAL,2019-03-04,202.20784010790862,-10.572019277424118,212.77985938533274,24484.898361417105,172.25700594036113,618.896609405764,0.0066724476978518325,2339
AAL,2019-03-05,9.62691620726941,-144.500304316524,154.1272205237934,24795.427224475727,117.58289270230566,296.4607396297242,0.004586652799579571,2333
AAL,2019-03-06,128.58472722842131,-325.25063056817106,453.83535779659235,24801.86672709502,122.4066413763119,456.7116871110822,0.005786564852362793,2338
AAL,2019-03-07,-13.431025286483859,229.32464542359642,-242.75567071008027,25169.098576365082,143.72018187668542,412.9781630384538,0.005088873154225856,2336
AAL,2019-03-08,7.773077593707615,6.321117167758388,1.4519604259492276,23710.797491836383,110.00846229521727,319.18523666793254,0.004311334616091784,2240
AAL,2019-03-11,76.90206079584875,-189.96794628976772,266.87000708561646,24666.24400961958,64.40363162116111,226.84631085123735,0.0031037305496185138,2335
AAL,2019-03-12,82.81979772219964,43.28424008376888,39.53555763843076,25261.37105808928,151.5831800000382,390.4604977656425,0.005598564766991064,2337
AAL,2019-03-13,3.723022861090037,-500.01352885655757,503.7365517176476,25160.76994499354,128.32017716266793,340.28212496827376,0.0048045757544231725,2339
AAL,2019-03-14,-24.436064201566673,431.7622933725566,-456.1983575741233,24931.84099384169,90.50117479806238,277.68412672265345,0.0044533082955655915,2334
AAL,2019-03-15,-34.58546376958246,84.1863069918004,-118.77177076138285,25038.12342016372,90.7128296615429,349.58812380897785,0.0051898428584442515,2334
AAL,2019-03-18,54.710316481632915,396.08689966103714,-341.37658317940424,23568.174368299427,122.99262940859663,364.64725644813655,0.005040180066434398,2326
AAL,2019-03-19,-67.20104806526365,76.42473122549359,-143.62577929075724,23512.220020873057,106.44312339157361,308.10607830821226,0.004923329781313123,2334
AAL,2019-03-20,69.64722817080217,-654.696194992132,724.3434231629341,23131.412800175232,96.61480127241667,291.881686071088,0.004602628092659913,2338
AAL,2019-03-21,-12.778839262205068,-13.685350970451005,0.9065117082459366,22837.633402166502,74.40914573811818,245.12294092717175,0.004292839533905197,2338
AAL,2019-03-22,99.67905558629732,-1404.843729043122,1504.5227846294194,23111.57643646444,118.19050109258748,331.2715694828373,0.005394225897877787,2339
AAL,2019-03-25,94.3900046770358,-54.30974837576764,148.69975305280343,22979.029868018704,77.84598406637274,247.03501815474277,0.005118693660932322,2339
AAL,2019-03-26,33.601721943150224,-350.77354224914745,384.37526419229766,22461.4690367842,105.03312341837788,384.2211001608487,0.006277389972293858,2331
AAL,2019-03-27,-21.751809470452002,631.4634589524204,-653.2152684228724,22648.987895040416,79.65026731147044,254.16453914923125,0.004007666398341453,2338
AAL,2019-03-28,-103.31531916489052,20.420148963894007,-123.73546812878453,22543.714686197836,99.31136515886044,340.7864597410643,0.005863023098419287,2333
AAL,2019-03-29,16.344083756368402,-375.5198759094975,391.8639596658659,22541.323730082317,70.50206628482198,199.6683547233825,0.003346005383814268,2337
AAL,2019-04-01,47.962712797522144,-436.15116709970357,484.11387989722573,22600.117900675643,113.50461322587299,371.43202552239273,0.00582008925190533,2339
AAL,2019-04-02,-53.933611509658114,299.11465282489576,-353.0482643345539,22760.676886382615,146.68683145536747,399.39108891106247,0.006607987155225218,2338
AAL,2019-04-03,-5.5801508560561075,631.9937540377259,-637.573904893782,23070.52183781297,139.8483832911405,394.08515866814446,0.0066225969732251425,2339
AAL,2019-04-04,-70.57452705500742,430.86982986615504,-501.44435692116247,22734.35028877246,129.65552639380837,454.8051746776836,0.006739761469848892,2331
AAL,2019-04-05,19.87942268472473,-284.92281748330515,304.80224016802987,22907.25795905254,100.82198257182141,313.06971082378755,0.005442986512483399,2335
AAL,2019-04-08,-5.389416996860817,42.884401454139834,-48.27381845100065,23078.611155217506,193.86190297639965,492.6598704331794,0.0066569355468528634,2330
AAL,2019-04-09,7.592216803927013,-266.86241013093326,274.45462693486024,22725.41258541061,114.66583240437788,330.359067384695,0.005191828472431831,2338
AAL,2019-04-10,-50.99507132020257,-267.58229345642883,216.58722213622627,22488.176599785525,96.50711868481355,312.67620262724284,0.004912194692673391,2333
AAL,2019-04-11,-35.50360297676692,635.3340893694675,-670.8376923462345,22661.251440071253,90.37346633240355,299.58000057933504,0.005204760428053912,2335
AAL,2019-04-12,-9.441093859328863,104.05217367518028,-113.49326753450914,22373.51293999739,97.99309075159746,247.78104376123423,0.004267906665589616,2319
