,value
strategy,sens_rho_01
n_days,250
n_stockdays,4902
total_pnl_sim,11184.192442931422
total_pnl_mid,20617.849781685392
total_impact_cost,9433.657338753968
mean_daily_pnl_sim,44.73676977172569
std_daily_pnl_sim,1583.8118725644604
sharpe_sim,0.4483955550277164
sharpe_mid,0.8238300101007223
max_drawdown,-21893.163006875868
max_impact_dislocation,7.227488869315549e-05
win_rate,0.54
total_turnover,98549027.4248366
